MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,TotalPorchSF,FinishedBsmtSF,FinishedBsmtRatio,Basement_to_TotalArea,Garage_to_LivingArea,YearsSinceRemodel,GarageAge,HasSecondFloor,HasBasement,HasGarage,HasFireplace,HasPool,HasPorch,IsRemodeled,Quality_x_Area,Quality_x_Condition,Baths_x_Bedrooms,GarageCars_x_Area,OverallQual_Squared
75,RM,90.0,22950,IR2,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2.5Fin,10,9,1892,1993,Gable,Wd Sdng,Wd Sdng,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,Unf,1107,1107,Ex,Y,SBrkr,1518,1518,3608,0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,1993.0,Unf,3,840,Ex,TA,Y,0,260,0,0,410,6,WD,Normal,475000,4143,2.5,670,0,0.0,0.2671976828385228,0.2328159645232816,13,13,1,1,1,1,0,1,1,36080,90,10.0,10824,100
80,RL,69.0,9947,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,SLvl,7,5,1990,1991,Gable,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,611,Unf,577,1188,Ex,Y,SBrkr,1217,0,1217,1,2,0,3,1,Gd,6,Typ,0,,Attchd,1990.0,Unf,2,497,TA,TA,Y,168,27,0,0,0,6,WD,Normal,173000,2405,3.0,27,611,0.5143097643097643,0.493970893970894,0.40838126540673786,18,19,0,1,1,0,0,1,1,8519,35,9.0,2434,49
50,RL,60.0,10410,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,660,660,Ex,Y,SBrkr,808,704,1656,0,2,1,3,1,TA,8,Min2,0,,Detchd,1916.0,Unf,1,180,Fa,Fa,N,0,0,0,140,0,8,WD,Normal,135000,2172,2.5,140,0,0.0,0.30386740331491713,0.10869565217391304,22,93,1,1,1,0,0,1,1,8280,35,7.5,1656,25
90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Feedr,Duplex,SFoyer,5,5,1979,1979,Gable,Plywood,Plywood,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1086,Unf,0,1086,TA,Y,SBrkr,1224,0,1224,2,0,2,2,2,TA,6,Typ,2,TA,Detchd,1979.0,Unf,2,528,TA,TA,Y,120,0,0,0,0,6,WD,Alloca,153337,2310,3.0,0,1086,1.0,0.4701298701298701,0.43137254901960786,30,30,0,1,1,1,0,0,0,6120,25,6.0,2448,25
120,RL,41.0,4923,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CemntBd,CmentBd,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,440,1593,Ex,Y,SBrkr,1593,0,1593,1,1,1,0,1,Ex,5,Typ,1,Gd,Attchd,2001.0,Fin,2,682,TA,TA,Y,0,120,0,0,224,8,WD,Normal,286000,3186,2.5,344,1153,0.7237915881983679,0.5,0.42812303829252984,6,7,0,1,1,1,0,1,1,12744,40,0.0,3186,64
70,RL,70.0,10570,Reg,Bnk,Inside,Mod,Crawfor,Norm,1Fam,2Story,8,8,1932,1994,Hip,BrkFace,BrkFace,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,297,Unf,556,853,TA,Y,SBrkr,1549,1178,2727,0,2,1,3,1,Gd,10,Maj1,2,TA,Detchd,1932.0,Unf,2,440,TA,TA,Y,0,74,0,0,0,12,WD,Normal,315000,3580,2.5,74,297,0.3481828839390387,0.23826815642458102,0.16134946828016136,13,75,1,1,1,1,0,1,1,21816,64,7.5,5454,64
60,RL,69.0,7472,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,2Story,7,9,1972,2004,Gable,HdBoard,HdBoard,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626,Unf,99,725,Gd,Y,SBrkr,725,754,1479,1,1,1,4,1,Gd,7,Typ,0,,Attchd,1972.0,Fin,2,484,TA,TA,Y,0,32,0,0,0,6,WD,Normal,184000,2204,2.5,32,626,0.863448275862069,0.32894736842105265,0.32724814063556457,3,35,1,1,1,0,0,1,1,10353,63,10.0,2958,49
20,RL,68.0,9017,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560,Unf,871,1431,Ex,Y,SBrkr,1431,0,1431,1,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,Fin,2,666,TA,TA,Y,0,35,0,0,0,9,WD,Normal,192000,2862,3.0,35,560,0.3913347309573725,0.5,0.46540880503144655,10,10,0,1,1,0,0,1,0,10017,35,9.0,2862,49
160,RM,24.0,2522,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,970,970,Ex,Y,SBrkr,970,739,1709,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,5,WD,Normal,130000,2679,2.0,40,0,0.0,0.3620754012691303,0.22235225277940315,2,2,1,1,1,0,0,1,0,11963,35,6.0,3418,49
20,RL,60.0,7180,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Hip,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390,Unf,474,864,TA,Y,SBrkr,864,0,864,0,1,0,3,1,TA,5,Typ,0,,Detchd,1989.0,Unf,1,352,TA,TA,Y,0,0,0,0,0,5,WD,Normal,127000,1728,1.0,0,390,0.4513888888888889,0.5,0.4074074074074074,36,19,0,1,1,0,0,0,0,4320,35,3.0,864,25
160,RL,24.0,2280,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Twnhs,2Story,6,6,1976,1976,Gable,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,566,Unf,289,855,TA,Y,SBrkr,855,601,1456,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,Unf,2,440,TA,TA,Y,87,0,0,0,0,7,WD,Normal,148500,2311,2.5,0,566,0.6619883040935672,0.36996971008221546,0.3021978021978022,33,33,1,1,1,1,0,0,0,8736,36,7.5,2912,36
20,RL,79.0,9416,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2007,2007,Hip,CemntBd,CmentBd,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,1126,Unf,600,1726,Ex,Y,SBrkr,1726,0,1726,1,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,786,TA,TA,Y,171,138,0,0,266,9,New,Partial,311872,3452,3.0,404,1126,0.6523754345307068,0.5,0.45538818076477405,0,0,0,1,1,1,0,1,0,12082,35,9.0,5178,49
75,RL,174.0,25419,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,8,4,1918,1990,Gable,Stucco,Stucco,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036,LwQ,140,1360,Gd,Y,SBrkr,1360,1360,3112,1,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,1918.0,Unf,2,795,TA,TA,Y,0,16,552,0,0,3,WD,Abnorml,235000,4080,3.5,568,1220,0.8970588235294118,0.3333333333333333,0.25546272493573263,16,88,1,1,1,1,1,1,1,24896,32,14.0,6224,64
75,RM,92.0,5520,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,755,755,Ex,Y,SBrkr,929,929,2229,0,1,0,5,1,TA,8,Typ,0,,,1980.0,,0,0,,,Y,0,198,30,0,0,7,WD,Abnorml,104000,2613,1.0,228,0,0.0,0.2889399158055874,0.0,59,29,1,1,0,0,0,1,1,13374,36,5.0,0,36
20,RL,76.0,9591,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Hip,VinylSd,VinylSd,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1088,Unf,625,1713,Ex,Y,SBrkr,1713,0,1713,1,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2004.0,Fin,3,856,TA,TA,Y,0,26,0,0,170,1,WD,Normal,274900,3426,3.0,196,1088,0.6351430239346176,0.5,0.4997081144191477,4,5,0,1,1,1,0,1,1,13704,40,9.0,5139,64
20,RM,80.0,8546,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,4,5,2003,2004,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1121,1121,Ex,Y,SBrkr,1121,0,1121,0,2,0,2,1,TA,5,Typ,0,,Attchd,2003.0,RFn,2,440,TA,TA,Y,132,64,0,0,0,3,WD,Normal,140000,2242,2.0,64,0,0.0,0.5,0.39250669045495096,6,7,0,1,1,0,0,1,1,4484,20,4.0,2242,16
20,RL,75.0,10125,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,6,6,1977,1977,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641,LwQ,276,1196,TA,Y,SBrkr,1279,0,1279,0,2,0,3,1,TA,6,Typ,2,Fa,Detchd,1980.0,Unf,2,473,TA,TA,Y,238,83,0,0,0,2,WD,Normal,171500,2475,2.5,83,920,0.7692307692307693,0.48323232323232324,0.36982017200938233,31,28,0,1,1,1,0,1,0,7674,36,7.5,2558,36
50,RL,50.0,7000,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1.5Fin,6,6,1924,1950,Gable,MetalSd,MetalSd,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,617,Gd,Y,SBrkr,865,445,1310,0,2,0,2,1,TA,6,Min1,0,,Attchd,1924.0,Unf,1,398,TA,TA,Y,0,0,126,0,0,5,COD,Normal,112000,1927,2.0,126,617,1.0,0.3201868188894655,0.30381679389312977,56,82,1,1,1,0,0,1,1,7860,36,4.0,1310,36
120,RM,69.0,4438,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,186,848,Ex,Y,SBrkr,848,0,848,1,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2,420,TA,TA,Y,149,0,0,0,0,1,WD,Normal,149000,1696,2.0,0,662,0.7806603773584906,0.5,0.49528301886792453,4,4,0,1,1,1,0,0,0,5088,30,2.0,1696,36
50,RM,50.0,3500,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,AsbShng,AsbShng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312,Unf,408,720,TA,Y,SBrkr,720,564,1284,0,1,1,2,1,TA,5,Typ,0,,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,35,0,0,0,4,WD,Normal,110000,2004,1.5,35,312,0.43333333333333335,0.3592814371257485,0.18691588785046728,59,61,1,1,1,0,0,1,1,6420,35,3.0,1284,25
20,RL,99.0,11851,Reg,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,7,5,1990,1990,Gable,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1424,1424,Ex,Y,SBrkr,1442,0,1442,0,2,0,3,1,TA,5,Typ,0,,Attchd,1990.0,RFn,2,500,TA,TA,Y,0,34,0,508,0,5,WD,Normal,180500,2866,2.0,542,0,0.0,0.49685973482205165,0.34674063800277394,19,19,0,1,1,0,0,1,0,10094,35,6.0,2884,49
20,RL,40.0,13673,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,1Story,5,5,1962,1962,Gable,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,1140,1140,TA,Y,SBrkr,1696,0,1696,0,1,1,3,1,TA,8,Min2,1,TA,Attchd,1962.0,RFn,1,349,TA,TA,Y,0,30,0,0,0,3,WD,Normal,143900,2836,1.5,30,0,0.0,0.4019746121297602,0.20577830188679244,45,45,0,1,1,1,0,1,0,8480,25,4.5,1696,25
20,RL,69.0,12493,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1960,1960,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,ALQ,419,Rec,375,1100,TA,Y,SBrkr,1100,0,1100,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,1960.0,RFn,1,312,TA,TA,Y,355,0,0,0,0,4,WD,Normal,141000,2200,2.0,0,725,0.6590909090909091,0.5,0.28363636363636363,48,48,0,1,1,1,0,0,0,4400,20,6.0,1100,16
60,RL,69.0,14364,IR1,Low,Inside,Mod,SawyerW,Norm,1Fam,2Story,7,5,1988,1989,Gable,Plywood,Plywood,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065,Unf,92,1157,Ex,Y,SBrkr,1180,882,2062,1,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1988.0,Fin,2,454,TA,TA,Y,60,55,0,0,154,4,WD,Normal,277000,3219,3.5,209,1065,0.9204840103716508,0.35942839391115255,0.22017458777885549,18,19,1,1,1,1,0,1,1,14434,35,10.5,4124,49
20,RL,75.0,8250,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,7,1964,1964,Hip,HdBoard,HdBoard,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,305,1092,Ex,Y,SBrkr,1092,0,1092,1,1,0,3,1,TA,6,Typ,0,,Attchd,1964.0,RFn,2,504,TA,Gd,Y,0,0,0,0,0,7,WD,Normal,145000,2184,2.0,0,787,0.7206959706959707,0.5,0.46153846153846156,44,44,0,1,1,0,0,0,0,6552,42,6.0,2184,36
30,RL,67.0,5604,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,6,1925,1950,Gable,Stucco,Stucco,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,396,864,TA,N,FuseA,864,0,864,1,1,0,2,1,TA,5,Typ,0,,,1980.0,,0,0,,,Y,0,0,96,0,0,4,WD,Normal,98000,1728,2.0,96,468,0.5416666666666666,0.5,0.0,58,28,0,1,0,0,0,1,1,4320,30,4.0,0,25
20,RL,83.0,10420,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,1176,1212,Ex,Y,SBrkr,1212,0,1212,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2009.0,RFn,2,460,TA,TA,Y,100,22,0,0,0,3,WD,Normal,186000,2424,2.0,22,36,0.0297029702970297,0.5,0.3795379537953795,1,1,0,1,1,0,0,1,0,7272,30,6.0,2424,36
60,FV,72.0,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,78,900,Ex,Y,SBrkr,932,920,1852,1,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2009.0,RFn,2,644,TA,TA,Y,168,108,0,0,0,7,New,Partial,252678,2752,3.5,108,822,0.9133333333333333,0.32703488372093026,0.34773218142548595,0,0,1,1,1,1,0,1,0,12964,35,10.5,3704,49
20,RL,43.0,13568,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1995,1995,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,274,990,Ex,Y,SBrkr,990,0,990,0,1,0,3,1,TA,5,Typ,0,,Attchd,1996.0,Unf,2,576,TA,TA,Y,224,0,0,0,0,7,WD,Normal,156000,1980,1.5,0,716,0.7232323232323232,0.5,0.5818181818181818,11,10,0,1,1,0,0,0,0,4950,25,4.5,1980,25
60,RL,69.0,10900,IR1,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,2Story,6,7,1977,1977,Gable,HdBoard,HdBoard,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,311,689,Ex,Y,SBrkr,689,703,1392,0,1,1,3,1,TA,6,Typ,0,,Attchd,1977.0,Fin,1,299,TA,TA,Y,0,36,0,0,0,3,WD,Normal,161750,2081,1.5,36,378,0.548621190130624,0.3310908217203268,0.21479885057471265,33,33,1,1,1,0,0,1,0,8352,42,4.5,1392,36
20,RL,72.0,10011,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1957,1996,Gable,HdBoard,HdBoard,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,710,1070,TA,Y,SBrkr,1236,0,1236,0,1,0,2,1,Gd,6,Min1,1,Fa,Attchd,1957.0,Unf,1,447,TA,TA,Y,0,0,0,0,0,5,WD,Normal,134450,2306,1.5,0,360,0.3364485981308411,0.4640069384215091,0.3616504854368932,10,49,0,1,1,1,0,0,1,6180,30,3.0,1236,25
20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,490,1436,Ex,Y,SBrkr,1436,0,1436,1,2,0,3,1,Gd,8,Typ,0,,Attchd,2004.0,Unf,2,484,TA,TA,Y,139,98,0,0,0,4,WD,Normal,210000,2872,3.0,98,946,0.658774373259053,0.5,0.3370473537604457,4,4,0,1,1,0,0,1,0,10052,35,9.0,2872,49
70,RM,57.0,9906,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,4,4,1925,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,686,686,Fa,N,SBrkr,810,518,1328,0,1,0,3,1,TA,8,Typ,0,,Detchd,1940.0,Unf,1,210,TA,TA,Y,0,172,60,0,0,9,WD,Family,107000,2014,1.0,232,0,0.0,0.34061569016881826,0.15813253012048192,56,66,1,1,1,0,0,1,1,5312,16,3.0,1328,16
50,RL,69.0,15660,IR1,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,VinylSd,VinylSd,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,457,798,Ex,Y,SBrkr,1137,817,1954,0,1,1,3,1,Gd,8,Typ,2,TA,Attchd,1939.0,Unf,2,431,TA,TA,Y,0,119,150,0,0,5,WD,Normal,311500,2752,2.0,269,341,0.4273182957393484,0.28997093023255816,0.22057318321392017,2,69,1,1,1,1,0,1,1,13678,63,6.0,3908,49
120,RL,43.0,3010,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,1232,1248,Ex,Y,SBrkr,1248,0,1248,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2005.0,Fin,2,438,TA,TA,Y,108,0,0,0,0,3,New,Partial,167240,2496,2.0,0,16,0.01282051282051282,0.5,0.35096153846153844,0,1,0,1,1,0,0,0,1,8736,35,4.0,2496,49
20,RL,73.0,8990,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,1498,1498,Ex,Y,SBrkr,1498,0,1498,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006.0,RFn,2,675,TA,TA,Y,351,33,0,0,0,4,New,Partial,204900,2996,2.0,33,0,0.0,0.5,0.4506008010680908,0,0,0,1,1,0,0,1,0,10486,35,4.0,2996,49
60,RL,69.0,8068,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2002,2002,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1010,1010,Ex,Y,SBrkr,1010,1257,2267,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2002.0,RFn,2,390,TA,TA,Y,120,46,0,0,0,12,ConLI,Normal,200000,3277,2.5,46,0,0.0,0.3082087274946598,0.17203352448169387,7,7,1,1,1,1,0,1,0,13602,30,10.0,4534,36
60,RL,85.0,11475,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,6,6,1975,1975,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,163,713,TA,Y,SBrkr,811,741,1552,1,2,1,3,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2,434,TA,TA,Y,209,208,0,0,0,2,WD,Normal,179900,2265,3.5,208,550,0.7713884992987378,0.3147902869757174,0.27963917525773196,31,31,1,1,1,1,0,1,0,9312,36,10.5,3104,36
20,RL,70.0,10500,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,160,864,Gd,Y,SBrkr,864,0,864,0,1,0,2,1,TA,4,Typ,0,,Detchd,1989.0,Unf,2,576,TA,TA,Y,216,0,0,0,0,3,WD,Abnorml,97000,1728,1.0,0,704,0.8148148148148148,0.5,0.6666666666666666,38,20,0,1,1,0,0,0,0,3456,24,2.0,1728,16
20,RL,103.0,13472,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2003,2003,Hip,VinylSd,VinylSd,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,2336,2392,Ex,Y,SBrkr,2392,0,2392,0,2,0,3,1,Ex,8,Typ,1,Ex,Attchd,2003.0,Fin,3,968,TA,TA,Y,248,105,0,0,0,6,WD,Normal,386250,4784,2.0,105,56,0.023411371237458192,0.5,0.40468227424749165,6,6,0,1,1,1,0,1,0,23920,50,6.0,7176,100
160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,630,630,TA,Y,SBrkr,630,672,1302,0,2,1,3,1,TA,6,Typ,0,,Detchd,1991.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,5,COD,Abnorml,112000,1932,2.5,0,0,0.0,0.32608695652173914,0.21505376344086022,38,18,1,1,1,0,0,0,0,6510,25,7.5,1302,25
60,RL,82.0,9950,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1995,1995,Gable,VinylSd,VinylSd,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,638,1203,Ex,Y,SBrkr,1214,1306,2520,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,721,TA,TA,Y,224,114,0,0,0,6,WD,Abnorml,290000,3723,2.5,114,565,0.4696591853699086,0.32312651087832395,0.2861111111111111,12,12,1,1,1,1,0,1,0,17640,35,10.0,7560,49
160,RM,21.0,1869,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,6,1970,1970,Gable,HdBoard,HdBoard,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,162,483,TA,Y,SBrkr,483,504,987,0,1,1,2,1,TA,5,Typ,0,,Detchd,1987.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,9,WD,Normal,106000,1470,1.5,0,321,0.6645962732919255,0.32857142857142857,0.28368794326241137,38,21,1,1,1,0,0,0,0,5922,36,3.0,987,36
20,RL,70.0,8521,Reg,Lvl,FR2,Gtl,Sawyer,Feedr,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,70,912,TA,Y,SBrkr,912,0,912,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1974.0,Unf,1,336,TA,TA,Y,0,0,0,0,0,5,WD,Normal,125000,1824,1.0,0,842,0.9232456140350878,0.5,0.3684210526315789,43,36,0,1,1,1,0,0,0,4560,25,3.0,912,25
120,RL,43.0,3182,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,1357,1373,Ex,Y,SBrkr,1555,0,1555,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,2,430,TA,TA,Y,143,20,0,0,0,5,WD,Normal,192500,2928,2.0,20,16,0.011653313911143482,0.4689207650273224,0.2765273311897106,3,4,0,1,1,1,0,1,1,10885,35,4.0,3110,49
20,RL,73.0,8760,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,MetalSd,MetalSd,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1194,1194,TA,Y,SBrkr,1194,0,1194,1,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1,312,TA,TA,Y,0,0,120,0,0,4,WD,Normal,148000,2388,2.0,120,0,0.0,0.5,0.2613065326633166,51,51,0,1,1,0,0,1,0,7164,36,6.0,1194,36
60,RL,174.0,15138,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1995,1996,Gable,VinylSd,VinylSd,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,773,1462,Ex,Y,SBrkr,1490,1304,2794,1,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995.0,Fin,3,810,TA,TA,Y,0,146,202,0,0,7,WD,Normal,403000,4256,3.5,348,689,0.47127222982216144,0.34351503759398494,0.28990694345025053,13,14,1,1,1,1,0,1,1,22352,40,14.0,8382,64
160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1972,1972,Gable,HdBoard,HdBoard,297.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,483,483,TA,Y,SBrkr,483,504,987,0,1,1,2,1,TA,5,Typ,1,Po,Attchd,1972.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,6,WD,Normal,94500,1470,1.5,0,0,0.0,0.32857142857142857,0.2917933130699088,34,34,1,1,1,1,0,0,0,5922,30,3.0,987,36
